title,publishedAt,duration,topic_categories,view_count,like_count,comment_count,tags,channel_title,playlist_name,channel_ID,playlist_ID,url
Make Me Feel,2018-04-30,412,['Electronic_music'],63520,522.0,2.0,"['Claptone', 'She Loves You', 'Make Me Feel']",Claptone - Topic,🔥 TWITCH - ROSHTEIN,UCQTcqZlBWnoN4tztEGxXC0g,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,3G8SQeMmw0s
Circus,2014-05-14,496,['Electronic_music'],32544,689.0,3.0,"['Karmon', 'Bluesky', 'Circus']",Karmon - Topic,🔥 TWITCH - ROSHTEIN,UCI7UNxHjkMe_igUA5pwGZ8A,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,Rvd1UiJiskM
Heartbeat,2015-10-15,330,"['Electronic_music', 'Pop_music']",22463600,133284.0,140.0,"['Claptone', 'Nathan Nicholson', 'Charmer', 'Heartbeat']",Claptone - Topic,🔥 TWITCH - ROSHTEIN,UCQTcqZlBWnoN4tztEGxXC0g,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,kAnqVEzQegs
My House (Original Mix),2018-08-17,370,['Electronic_music'],4429210,40001.0,40.0,"['Purple', 'Disco', 'Machine', 'My', 'House', 'These', 'Sheets']",Purple Disco Machine - Topic,🔥 TWITCH - ROSHTEIN,UCDqhjTyPcmkdCwJsUV1fvJA,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,l_ehtmFyeog
Strings Of Life,2018-12-23,399,['Electronic_music'],4874,78.0,1.0,"['Ben', 'Rainey', 'Carl', 'Hanaghan', 'Strings', 'Of', 'Life', '(Club', 'Mix)']",Ben Rainey - Topic,🔥 TWITCH - ROSHTEIN,UCrokeuXXksDqcxWvTlMp0Qg,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,3Wxi-elQHbM
1960 What?,2017-11-20,748,['NaN'],21508,422.0,2.0,"['Gregory Porter', 'Water', '1960 What?']",Gregory Porter - Topic,🔥 TWITCH - ROSHTEIN,UCInYGNXNtQLCoS7U03C8rVg,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,JsYKNHSR2Lc
Tunnel Vision (Don Diablo Extended Edit),2018-02-07,286,['Electronic_music'],178680,3220.0,15.0,"['Zonderling', 'Cluster EP', 'Tunnel Vision']",Zonderling - Topic,🔥 TWITCH - ROSHTEIN,UCFIG7shUtug7QtyoaRgiGzA,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,hNrzVE0yMi8
Feels Like Dancing (Original Mix),2018-08-17,378,['Electronic_music'],1047,28.0,0.0,"['Buba', 'Feels', 'Like', 'Dancing']",Buba - Topic,🔥 TWITCH - ROSHTEIN,UCtAaGw4ZwNDZdahEB454UiA,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,CAiJi3frx34
Do The Funk (Original Mix),2018-08-11,383,['Electronic_music'],496,11.0,0.0,"['Makito', 'Do', 'The', 'Funk']",Makito - Topic,🔥 TWITCH - ROSHTEIN,UC8vuNWuKGIU7WRtj_DsFxeg,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,7XLHJ2DKT1s
Spicy Collins,2019-02-14,375,['Electronic_music'],33,0.0,0.0,"['Jude', 'Frank', 'Underground', 'Series', 'London', 'Pt.', 'Spicy', 'Collins']",Jude & Frank - Topic,🔥 TWITCH - ROSHTEIN,UCQlBJ76iYuFVgg-hPTnWstQ,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,RB9l9KoqNUk
How Do You Feel Right Now,2018-10-30,180,"['Electronic_music', 'Hip_hop_music', 'Pop_music']",1550713,17086.0,5.0,"['Axwell /\\ Ingrosso', 'アクスウェル・イングロッソ', 'アクスウェル Λ イングロッソ', 'More Than You Know', 'How Do You Feel Right Now', 'ハウドゥユーフィールライトナウ', 'ハウ・ドゥ・ユー・フィール・ライト・ナウ']",Axwell Λ Ingrosso - Topic,🔥 TWITCH - ROSHTEIN,UCcucrfDVx-WyEtb8mQIKj0A,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,0DjaRjQ5Wf0
Tear The Roof Up,2018-09-15,405,"['Electronic_music', 'Hip_hop_music', 'Pop_music']",112406,2517.0,0.0,"['Alesso', 'アレッソ', 'Tear The Roof Up']",Alesso - Topic,🔥 TWITCH - ROSHTEIN,UCyFLp2WBpLae_p0j73_lGLA,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,sUX7xURsjx8
City Of Dreams (Original Mix),2018-09-16,405,"['Electronic_music', 'Pop_music']",1548937,14896.0,40.0,"['Dirty South', 'ダーティーサウス', 'ダーティー・サウス', 'Alesso', 'アレッソ', 'Ruben Haze', 'City Of Dreams', 'シティ', 'オブ', 'ドリーム', 'City of Dream']",Dirty South - Topic,🔥 TWITCH - ROSHTEIN,UCsmd5BflgsF2AWG1alE2_nQ,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,Sl-Q2wUQUhk
Clash,2015-06-23,372,['Electronic_music'],53950,2272.0,4.0,"['Alesso', 'Clash']",Alesso - Topic,🔥 TWITCH - ROSHTEIN,UCyFLp2WBpLae_p0j73_lGLA,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,OMaLnxoJew8
Calling (Lose My Mind) (Extended Club Mix),2016-04-08,376,"['Electronic_music', 'Pop_music']",95061,1328.0,12.0,"['Sebastian', 'Ingrosso', 'Alesso', 'Ryan', 'Tedder', 'Calling', '(Lose', 'My', 'Mind)', '(Extended', 'Club', 'Mix)']",Sebastian Ingrosso - Topic,🔥 TWITCH - ROSHTEIN,UCu0wke9uXUAloM7--Vd4xtQ,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,YlNOxs_ZHWA
Nillionaire,2014-12-22,355,['Electronic_music'],72455,1196.0,8.0,"['Alesso', 'Dynamite EP', 'Nillionaire']",Alesso - Topic,🔥 TWITCH - ROSHTEIN,UCyFLp2WBpLae_p0j73_lGLA,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,2_BVC_zHvKY
Walls (Original Mix),2016-09-22,399,['Electronic_music'],162449,1379.0,0.0,"['Purple Disco Machine', 'Walls EP', 'Walls']",Purple Disco Machine - Topic,🔥 TWITCH - ROSHTEIN,UCDqhjTyPcmkdCwJsUV1fvJA,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,bkldC5wHjJc
Tensnake - Need Your Lovin,2014-07-03,380,"['Electronic_music', 'Pop_music']",305,8.0,0.0,"['Tensnake (Musical Artist)', 'Need Your Lovin']",Vanadium,🔥 TWITCH - ROSHTEIN,UCeDNH2mN15_Ip_23dWAmMZg,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,ENRg_eVx0Ig
Heartbreaker,2015-10-06,327,['Electronic_music'],423766,5840.0,40.0,"['Crazy P', 'When We On', 'Heartbreaker']",Crazy P - Topic,🔥 TWITCH - ROSHTEIN,UCnYmkH9d7FWdvfUK5-jUWrg,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,Lq3qF-EUXfo
Be Mine,2017-02-10,162,"['Electronic_music', 'Pop_music']",26730442,251135.0,139.0,"['Ofenbach', 'Be Mine']",Ofenbach - Topic,🔥 TWITCH - ROSHTEIN,UC6brzvwYDwRxv6JEyTO5Iig,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,7Bb0iron4jg
Lucky Sauce (Original Mix),2018-08-17,382,['Electronic_music'],57975,1065.0,6.0,"['Daniel', 'Steinberg', 'Bailando', 'Lucky', 'Sauce']",Daniel Steinberg - Topic,🔥 TWITCH - ROSHTEIN,UCSp4m40wzCS6SjkeD7gNiUQ,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,s3aM-zzSb0U
My Head Is A Jungle (Gui Boratto Remix),2016-03-26,421,"['Electronic_music', 'Independent_music', 'Pop_music']",74,1.0,0.0,"['Wankelmut', 'and', 'Emma', 'Louise', 'My', 'Head', 'Is', 'Jungle', '(The', 'Remixes)', '(Gui', 'Boratto', 'Remix)']",Wankelmut - Topic,🔥 TWITCH - ROSHTEIN,UCiWEscDU_4L2Y9DIp-rNAbw,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,Hr9AjyR0pc8
Hooked On You (The Reflex Revision),2014-12-02,461,['Electronic_music'],45607,820.0,5.0,"['Cerrone', 'The', 'Best', 'Of', 'Productions', 'Hooked', 'On', 'You', '(The', 'Reflex', 'Revision)']",Cerrone - Topic,🔥 TWITCH - ROSHTEIN,UCGdzMoqMz-X4sTOaboV2K4A,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,S1NInKDuTCw
Revered (Original Mix),2018-06-21,373,"['Electronic_music', 'Pop_music']",1043,26.0,0.0,"['EDX', 'Enormous Tunes - Ibiza Nights 2016', 'Revered']",EDX - Topic,🔥 TWITCH - ROSHTEIN,UCQSAqetEx-o5zOpntxK2yzA,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,fL0i7KIUxZE
Here With You (Bassjackers Remix),2017-11-19,206,['NaN'],241,3.0,0.0,"['Lost Frequencies & Netsky', 'Armada - Amsterdam Dance Event 2017', 'Here With You (Bassjackers Remix)']",Lost Frequencies - Topic,🔥 TWITCH - ROSHTEIN,UC824jbNWWDR-NBv8wuE-OUg,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,RFGSb3jPP7E
Save My Soul,2018-06-11,349,['Electronic_music'],8888,146.0,1.0,"['Armen Miran Ibiza Sunset Dreams', 'Vol. 4 (Compiled by DJ Zappi) Save My Soul']",Armen Miran - Topic,🔥 TWITCH - ROSHTEIN,UCr3JTfLQ3RyUlx5gwc6i0Wg,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,5m8lvf1VBWw
Worst Love,2015-03-21,508,"['Electronic_music', 'Hip_hop_music']",106644,1725.0,3.0,"['Robosonic', 'Worst', 'Love', 'Ep']",Robosonic - Topic,🔥 TWITCH - ROSHTEIN,UCbkD_ZsRGtmeNUsygMk2FmA,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,Xqal4Ka7MOs
Dadan 2K17,2017-08-02,350,['Electronic_music'],3072,67.0,1.0,"['Tomy', 'Montana', 'Dadan', '2K17']",Tomy Montana - Topic,🔥 TWITCH - ROSHTEIN,UCr_yNRiVowGDSkabI4F2iJw,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,hl_B32azla4
I Don't Want This Groove to Ever End,2019-07-25,522,['Electronic_music'],1957,45.0,0.0,"['LTJ Xperience Beach House: Essential Tracks', ""Vol. 1 I Don't Want This Groove to Ever End""]",LTJ X-Perience - Topic,🔥 TWITCH - ROSHTEIN,UCm-N9xXVy-WWrzZMXt1Le9g,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,3ag05SBJPBM
Tethered Bones,2014-11-19,261,"['Electronic_music', 'Independent_music', 'Pop_music']",43758,1453.0,4.0,"['Talos', 'Eoin French', 'Ian Ring', 'Tethered Bones']",Talos - Topic,🔥 TWITCH - ROSHTEIN,UCr5ssN00XM_DVQZMz4Ivt-Q,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,SFVpFJjrOY4
Okay (Original Mix),2017-02-17,360,['Electronic_music'],975714,16221.0,28.0,"['Shiba San', 'dirtybird BBQ', 'Okay']",Shiba San - Topic,🔥 TWITCH - ROSHTEIN,UCgX0UaFFT4C65BouGPRZJ3w,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,7LSCSe2Qe5Y
The Giver (Reprise),2018-07-26,406,"['Electronic_music', 'Pop_music']",7658,140.0,3.0,"['Duke Dumont', 'The Giver (Reprise)']",Duke Dumont - Topic,🔥 TWITCH - ROSHTEIN,UCmOc5q8hTHMhurRJE5wDb0Q,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,dZ-ywrgD6uY
Juicy Fruit (Original Mix),2018-06-14,423,['Electronic_music'],2590,86.0,0.0,"['Doctor Dru', 'Adana Twins', 'East Coast (Mediterranean Sea)', 'Juicy Fruit (Original Mix)']",Doctor Dru - Topic,🔥 TWITCH - ROSHTEIN,UC293xTRLrDIR5pqR8IiwEog,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,oukWcZjgPdg
OAR003-B (Original Mix),2016-05-12,675,['Electronic_music'],111557,2000.0,23.0,"['Oni', 'Ayhun', 'OAR003', 'OAR003-B']",Oni Ayhun - Topic,🔥 TWITCH - ROSHTEIN,UCzSUKVfM-NTWovhY_Q6Me5w,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,40N6qddLmPo
Shook,2018-04-30,396,['Electronic_music'],357403,3462.0,2.0,"['Claptone', 'Night on Fire', 'Shook']",Claptone - Topic,🔥 TWITCH - ROSHTEIN,UCQTcqZlBWnoN4tztEGxXC0g,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,JXQecltSdZg
Howling (Âme Remix),2015-03-28,486,"['Electronic_music', 'Independent_music']",2022713,30180.0,77.0,"['Howling', '(Âme', 'Remix)']",Howling - Topic,🔥 TWITCH - ROSHTEIN,UCiC5LH4opOfuGZ43aW_b-jg,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,6esSUQwO-rM
Iconic (Mixed),2019-05-23,60,['Electronic_music'],665,7.0,0.0,"['Orjan Nilsen', 'Orjan Nilsen Mini Mix 1', 'Iconic (Mixed)']",Ørjan Nilsen - Topic,🔥 TWITCH - ROSHTEIN,UCiFAw5oMkWKmLV1itPYQoxw,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,-8ptIc3d8jI
Broken Barriers,2017-03-16,385,['Electronic_music'],113017,1669.0,7.0,"['Miguel', 'Migs', 'Backdrop', 'Broken', 'Barriers']",Miguel Migs - Topic,🔥 TWITCH - ROSHTEIN,UCKnCgr-eUxVcDhVmXppTMew,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,DRCaDZKwC_A
Sun Is Shining,2014-06-23,290,"['Electronic_music', 'Pop_music']",5682,73.0,0.0,"['Microwave', 'Monkeys', 'feat.', 'Nita', 'Sun', 'Is', 'Shining']",Microwave Monkeys feat. Nita - Topic,🔥 TWITCH - ROSHTEIN,UCxLbnxRcVBMRt4mmcFRFRFw,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,zMHbytLr-CM
Open Eyes,2014-11-06,410,['Electronic_music'],9748,123.0,0.0,"['David', 'Feat.', 'Marie', 'Chain', 'Open', 'Eyes']",David K Feat. Marie Chain - Topic,🔥 TWITCH - ROSHTEIN,UCuahC-TZEnT0eZtRjCfRwGg,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,KHz_38H6pJE
Summertime Sadness (Asadinho Vocal Mix),2015-03-07,515,"['Electronic_music', 'Independent_music', 'Pop_music']",312245,3908.0,31.0,"['Lana Del Rey', 'Summertime Sadness (Asadinho Remixes)', 'Summertime Sadness (Asadinho Vocal Mix)']",Lana Del Rey - Topic,🔥 TWITCH - ROSHTEIN,UCyqq-aiu3vEHuf5NhwmOJcw,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,8Zhhpz0b_TY
Mosaïque (PaulWetz Remix),2019-08-15,213,['NaN'],13543,213.0,3.0,"['Ash', 'PaulWetz', 'Ashraf Moawad', 'Mosaïque (Remixes)', 'Mosaïque (PaulWetz Remix)']",Ash - Topic,🔥 TWITCH - ROSHTEIN,UC3N9OhYjxiiQ_jEQgQshEig,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,MV7EPVSLr1s
Blue Monday (Vandalism Radio Edit),2016-01-08,163,"['Electronic_music', 'Pop_music']",3382,143.0,0.0,"['Kurd', 'Maverick', 'Blue', 'Monday']",Kurd Maverick - Topic,🔥 TWITCH - ROSHTEIN,UCe6O_xI9IpRXhhTWpn0aedg,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,hz81OF-VSMo
Purple Rain (Feat. Steve Clisby),2014-11-26,341,"['Electronic_music', 'Pop_music']",26903,274.0,3.0,"['Chew Fu Purple Rain', ""Mousse T.'s Remixes Purple Rain (Extended Mix) [Feat. Steve Clisby]""]",Chew Fu - Topic,🔥 TWITCH - ROSHTEIN,UCdRTHS-4UrvRLyNaC3lhZ9w,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,XOkBi4N_P3c
UNA PENA (ORGINAL),2015-01-28,486,['Electronic_music'],33391,951.0,1.0,"['Stimming', 'UNA', 'PENA', 'EP']",Stimming - Topic,🔥 TWITCH - ROSHTEIN,UC8x9p6YdTs7Vjl_rsYeQx0Q,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,ooj9dH_hbUM
Power Glove,2019-03-22,262,['Electronic_music'],13266,107.0,0.0,"['Knife Party', 'Electronic Party', 'Power Glove']",Knife Party - Topic,🔥 TWITCH - ROSHTEIN,UCV69sHsulbG_5Vu0N-KXwTQ,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,syskNuWFlEA
Scream for Pleasure (Original Mix),2015-01-06,368,"['Electronic_music', 'Pop_music']",7307,126.0,0.0,"['Croatia', 'Squad', 'Me', 'My', 'Toothbrush', 'Scream', 'for', 'Pleasure']",Croatia Squad - Topic,🔥 TWITCH - ROSHTEIN,UCXPW-0CytH7TqJbiMuNHDWA,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,DBYuBNnXtlc
Do You,2017-01-25,341,"['Electronic_music', 'Pop_music']",47778,860.0,0.0,"['Saison', 'Do You']",Saison - Topic,🔥 TWITCH - ROSHTEIN,UC_hNPpLPxoX4tUkXtiNjv1Q,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,XlZiwKGnHZM
MTV,2017-06-22,182,['NaN'],1892,42.0,0.0,"['Kryder', 'MTV']",Kryder - Topic,🔥 TWITCH - ROSHTEIN,UCOMHDi2xZi7lY_xpPnl-TOQ,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,uJTGZUegcFs
De Puta Madre (The Cube Guys Remix),2018-11-08,235,"['Electronic_music', 'Music_of_Latin_America']",2174,37.0,0.0,"['Kryder', 'The Wulf', 'Tom Staar', 'God Save The Groove Vol. 1 (Presented by Kryder)', 'De Puta Madre']",Kryder - Topic,🔥 TWITCH - ROSHTEIN,UCOMHDi2xZi7lY_xpPnl-TOQ,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,1igFPj3fwwA
Street Life,2016-12-31,184,['Electronic_music'],415,13.0,0.0,"['Kryder', ""Daddy's"", 'Groove', 'Street', 'Life']",Kryder - Topic,🔥 TWITCH - ROSHTEIN,UCOMHDi2xZi7lY_xpPnl-TOQ,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,LlokJIfJ9j8
Folegandros (Kryder Extended Mix),2018-02-11,298,['Electronic_music'],2476,61.0,0.0,"['Provenzano', 'Federico Scavo', 'Folegandros']",Provenzano DJ - Topic,🔥 TWITCH - ROSHTEIN,UCmEd6ua_atHfKnXPQA4YqIg,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,FXK0k_2Sdh8
Aphrodite,2014-05-07,305,['Electronic_music'],13692,335.0,0.0,"['Kryder', 'Aphrodite']",Kryder - Topic,🔥 TWITCH - ROSHTEIN,UCOMHDi2xZi7lY_xpPnl-TOQ,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,FRtIU8JasbI
Kryder & Dave Winnel - Apache (Original Mix),2015-09-05,306,['Electronic_music'],103642,1578.0,51.0,"['Music', 'EDM', 'Armada', 'summer', 'DJ', 'ibiza', 'miami', 'amsterdam', 'mix', 'official', 'Dance', 'Electronic', 'Armin', 'van', 'Buuren', 'Remix', 'Radio', 'Edit', 'Download', 'tomorrowland', 'ultra', 'umf', 'martin', 'garrix', 'hardwell', 'tiesto', 'DJ (Composition)', 'Kryder (Musical Artist)']",Armada Music TV,🔥 TWITCH - ROSHTEIN,UCGZXYc32ri4D0gSLPf2pZXQ,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,kZJ1vlX0skY 
K2 (Original Mix),2020-04-28,425,['NaN'],1329,34.0,0.0,"['Kryder', 'VONYC Sessions 2011 (Unmixed Edits)', 'K2']",Kryder - Topic,🔥 TWITCH - ROSHTEIN,UCOMHDi2xZi7lY_xpPnl-TOQ,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,Zg3g3o-nTx4
Simion - Lost Feat. Roland Clark  [Suara],2014-10-21,399,"['Electronic_music', 'Pop_music']",501189,5518.0,85.0,,Suara Music,🔥 TWITCH - ROSHTEIN,UCBJitmjCX_QniRJyvtaOMNw,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,4LRatQRhS7s
Lordly (Instrumental Mix),2018-10-17,274,['Electronic_music'],7897933,166116.0,1808.0,"['Feder', 'Lordly (feat. Alex Aiono) [Remix EP]', 'Lordly']",Feder - Topic,🔥 TWITCH - ROSHTEIN,UCfuUeXt4j1875ahhhdcTAPg,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,-f7z2krMJHI
Lazy Bones,2016-05-12,359,['Electronic_music'],6684,235.0,0.0,"['Daniel', 'Steinberg', 'Salamander', 'EP', 'Lazy', 'Bones']",Daniel Steinberg - Topic,🔥 TWITCH - ROSHTEIN,UCSp4m40wzCS6SjkeD7gNiUQ,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,PjCdWGx3z-0
Rodriguez Jr. - Shapes I See - mobilee084,2014-02-25,289,['Electronic_music'],96842,756.0,11.0,"['Rodriguez Jr.', 'mobilee', 'mobilee records', 'Tech House', 'Deep House', 'House', 'Dance & Electronic', 'Dance', 'Techno', 'Shapes I See']",mobilee,🔥 TWITCH - ROSHTEIN,UCKZzxjCx_f30uYTYRtFVMZA,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,XsRHQ93gSxk
Mango,2018-04-30,421,['Electronic_music'],244809,4270.0,16.0,"['Sascha Funke', 'Mango']",Sascha Funke - Topic,🔥 TWITCH - ROSHTEIN,UCh1MOzL21gRG1J3tTLMiVpw,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,9T1CCYpddto
Super Flu & Andhim - Reeves (Original mix),2014-04-09,539,['Electronic_music'],59994,598.0,8.0,,Markus Roman,🔥 TWITCH - ROSHTEIN,UCev1PGj_wpYVvT-YMUsW77g,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,PA60aaO_zGc
Don't Let Me Go (Gon Haziri Remix),2017-11-16,269,['NaN'],1373057,11813.0,7.0,"['Kanita', ""Don't Let Me Go""]",Kanita - Topic,🔥 TWITCH - ROSHTEIN,UCOFztUTqOC84Z7sScEXaJvg,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,AucRAZrMQkU
Strandbar,2017-04-06,269,['NaN'],143891,3032.0,2.0,"['Todd Terje', ""It's Album Time"", 'Strandbar']",Todd Terje - Topic,🔥 TWITCH - ROSHTEIN,UC0IiRfiEDA0GLLMufhUUOng,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,y6b48V1j-CA
Clouds (Purple Disco Machine Remix),2016-08-28,400,['Electronic_music'],170940,2435.0,0.0,"['Purple Disco Machine', 'Martin Waslewski', 'Clouds EP', 'Clouds']",Martin Waslewski - Topic,🔥 TWITCH - ROSHTEIN,UCwZvx-y--hPpV-O7pZ4tcog,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,Sm2XzENBFbU
Suddenly Funk (Original Mix),2018-11-10,391,['Electronic_music'],9825,217.0,5.0,"['Renato', 'Cohen', '100%', 'Pure', 'Ibiza', '2013', 'Suddenly', 'Funk', '(Original', 'Mix)']",Renato Cohen - Topic,🔥 TWITCH - ROSHTEIN,UClpcKsf00oUnIH53FOs_BwA,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,ZMeoudARQ7Y
Armed,2017-01-25,473,['NaN'],40060,560.0,3.0,"['Pryda', 'Eric Prydz Presents Pryda', 'Armed']",Eric Prydz - Topic,🔥 TWITCH - ROSHTEIN,UCGCvz1jjE9fx6XOPtPEOBxQ,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,WR87yxaB-2U
Porto,2019-07-11,330,['Electronic_music'],3701957,45455.0,56.0,"['Worakls', 'Kevin Rodrigues', 'Utopia / Porto', 'Porto']",Worakls - Topic,🔥 TWITCH - ROSHTEIN,UCIXXU6Ag0DMhte-I0AQkTpA,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,5Y1YcICVT1U
L'uomo d'affari,2016-05-26,217,['NaN'],24991,496.0,5.0,"['EMMANUELLE', ""L'uomo"", ""d'affari"", 'Italove']",Emmanuëlle - Topic,🔥 TWITCH - ROSHTEIN,UCSAknf2Zyd8djrlpJFY7E-A,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,U0vFhs-XkZI
The Kings,2020-08-27,220,"['Electronic_music', 'Pop_music']",187,5.0,0.0,"['Özgür Can', 'Rasmus Kellerman', 'Put Me in a Box and Label Me', 'The Kings']",Özgür Can - Topic,🔥 TWITCH - ROSHTEIN,UCD5KaGSbFagXyp2Bb3Ax-Sg,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,4ED9yoKKH0g
Sweet Dynamite (Todd Terje Edit),2017-06-08,474,['NaN'],829,21.0,0.0,"['Claudja Barry', 'Glitterbox - A Disco Hï', 'Sweet Dynamite']",Claudja Barry - Topic,🔥 TWITCH - ROSHTEIN,UCdhdhYMj4nBqHL81o4zK25Q,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,9HFDQs8_Gvo
Operator (DJ Koze's 12 inch Extended Disco Version),2019-12-18,604,"['Electronic_music', 'Pop_music']",63449,1207.0,3.0,"['Låpsley', 'Operator']",Låpsley - Topic,🔥 TWITCH - ROSHTEIN,UCWfV8HxoaMqkxfTdkG7x7mA,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,-pVWSIs-ARM
Nipplepeople - Frka 2019 podgorica,2019-05-22,350,"['Electronic_music', 'Pop_music', 'Rock_music']",482,4.0,0.0,,maki b,🔥 TWITCH - ROSHTEIN,UCZAxb4UrLS8v6yjm_xesJmQ,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,qpOEzfP6RVw
Kollektiv Turmstrasse - Ordinary (Original Mix),2012-08-16,774,['Electronic_music'],371486,3874.0,117.0,"['Kollektiv', 'Turmstrasse', 'Ordinary', 'Original', 'Mix']",Topiotrelo10,🔥 TWITCH - ROSHTEIN,UCsAGUiH7tECLm-0V4ceOm2w,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,4h_SxCNDXWY
Love Is A Lie,2015-02-01,444,"['Electronic_music', 'Pop_music']",209062,2339.0,5.0,"['Luis', 'Leon', 'Love', 'Is', 'Lie']",Luis Leon - Topic,🔥 TWITCH - ROSHTEIN,UCQU6nYyMuP8NAbF_B5bgjlQ,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,-fq4SIvGbkc
Ceiron (Christos Fourkis Remix),2014-11-19,313,['Electronic_music'],38072,264.0,2.0,"['Mahmut Orhan', 'Little Buddha V - Dakar', 'Ceiron (Christos Fourkis Remix)']",Mahmut Orhan - Topic,🔥 TWITCH - ROSHTEIN,UCG8V5owEUhlgmFv93aoXkSg,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,rgixuoFzyMA
Ghetto for You,2016-05-12,383,['NaN'],19099,379.0,2.0,"['Brame & Hamo', 'The Parish Rumors EP', 'Ghetto for You']",Brame & Hamo - Topic,🔥 TWITCH - ROSHTEIN,UChrjUMJUTYWlyph05nNvuUA,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,U_KOXivZi2s
Love Recycled 1,2016-05-04,450,['NaN'],84775,1463.0,7.0,"['Solomun', 'Love Recycled EP', 'Love Recycled 1']",Solomun - Topic,🔥 TWITCH - ROSHTEIN,UCMeAN48dnhN1POGIhjtN_bQ,PLZulYW8dQheMW2XrSAbfov2bk9ez0urzc,zXv1JJawcLc
